历史性能_NB覆盖等级-sjl_20190222094808,,,,,,,,,,,,,,,
测量类型:,[NB-IoT]覆盖等级 ,,,,,,,,,,,,,,
查询时间:,2019-02-21 00:00:00 - 2019-02-22 00:00:00,,,,,,,,,,,,,,
制表人:,xironghai,,,,,,,,,,,,,,
制表时间:,2019/2/22 9:48,,,,,,,,,,,,,,
序号,开始时间,结束时间,查询粒度,子网,子网名称,网元,网元名称,eNodeB,eNodeB名称,小区,小区名称,覆盖等级,请求,成功,用户数
8763,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948321,葫芦岛连山区连山水泥厂948321FDD-ZLH(948321),948321,葫芦岛连山区连山水泥厂948321FDD-ZLH(948321),77,葫芦岛连山区连山水泥厂948321FDDN-ZLH-1(77),2,0,0,0
8764,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948321,葫芦岛连山区连山水泥厂948321FDD-ZLH(948321),948321,葫芦岛连山区连山水泥厂948321FDD-ZLH(948321),77,葫芦岛连山区连山水泥厂948321FDDN-ZLH-1(77),1,1,1,1
8765,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948321,葫芦岛连山区连山水泥厂948321FDD-ZLH(948321),948321,葫芦岛连山区连山水泥厂948321FDD-ZLH(948321),77,葫芦岛连山区连山水泥厂948321FDDN-ZLH-1(77),0,0,0,0
8766,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),125,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(125),623166,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(623166),7,葫芦岛建昌县谷杖子杨树底下623166FDDN-ZLH-1(7),2,0,0,0
8767,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),125,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(125),623166,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(623166),7,葫芦岛建昌县谷杖子杨树底下623166FDDN-ZLH-1(7),1,0,0,0
8768,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),125,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(125),623166,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(623166),7,葫芦岛建昌县谷杖子杨树底下623166FDDN-ZLH-1(7),0,0,0,0
8769,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),125,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(125),623166,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(623166),9,葫芦岛建昌县谷杖子杨树底下623166FDDN-ZLH-3(9),2,0,0,0
8770,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),125,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(125),623166,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(623166),9,葫芦岛建昌县谷杖子杨树底下623166FDDN-ZLH-3(9),1,0,0,0
8771,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),125,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(125),623166,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(623166),9,葫芦岛建昌县谷杖子杨树底下623166FDDN-ZLH-3(9),0,0,0,0
8772,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),125,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(125),623166,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(623166),8,葫芦岛建昌县谷杖子杨树底下623166FDDN-ZLH-2(8),2,0,0,0
8773,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),125,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(125),623166,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(623166),8,葫芦岛建昌县谷杖子杨树底下623166FDDN-ZLH-2(8),1,0,0,0
8774,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),125,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(125),623166,葫芦岛建昌县谷杖子杨树底下623166FDD-ZLH(623166),8,葫芦岛建昌县谷杖子杨树底下623166FDDN-ZLH-2(8),0,0,0,0
8775,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),7,葫芦岛建昌县魏家岭623142FDDN-ZLH-1(7),2,0,0,0
8776,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),7,葫芦岛建昌县魏家岭623142FDDN-ZLH-1(7),1,0,0,0
8777,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),7,葫芦岛建昌县魏家岭623142FDDN-ZLH-1(7),0,0,0,0
8778,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),9,葫芦岛建昌县魏家岭623142FDDN-ZLH-3(9),2,0,0,0
8779,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),9,葫芦岛建昌县魏家岭623142FDDN-ZLH-3(9),1,0,0,0
8780,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),9,葫芦岛建昌县魏家岭623142FDDN-ZLH-3(9),0,0,0,0
8781,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),8,葫芦岛建昌县魏家岭623142FDDN-ZLH-2(8),2,0,0,0
8782,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),8,葫芦岛建昌县魏家岭623142FDDN-ZLH-2(8),1,0,0,0
8783,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),623142,葫芦岛建昌县魏家岭623142FDD-ZLH(623142),8,葫芦岛建昌县魏家岭623142FDDN-ZLH-2(8),0,0,0,0
8784,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),78,葫芦岛连山区化工锦化培训中心948268FDDN-ZLH-2(78),2,0,0,0
8785,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),78,葫芦岛连山区化工锦化培训中心948268FDDN-ZLH-2(78),1,0,0,0
8786,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),78,葫芦岛连山区化工锦化培训中心948268FDDN-ZLH-2(78),0,0,0,0
8787,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),79,葫芦岛连山区化工锦化培训中心948268FDDN-ZLH-3(79),2,0,0,0
8788,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),79,葫芦岛连山区化工锦化培训中心948268FDDN-ZLH-3(79),1,0,0,0
8789,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),79,葫芦岛连山区化工锦化培训中心948268FDDN-ZLH-3(79),0,0,0,0
8790,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),77,葫芦岛连山区化工锦化培训中心948268FDDN-ZLH-1(77),2,0,0,0
8791,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),77,葫芦岛连山区化工锦化培训中心948268FDDN-ZLH-1(77),1,0,0,0
8792,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),948268,葫芦岛连山区化工锦化培训中心948268FDD-ZLH(948268),77,葫芦岛连山区化工锦化培训中心948268FDDN-ZLH-1(77),0,0,0,0
8793,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),7,葫芦岛建昌县二道湾子刘质斌沟623152FDDN-ZLH-1(7),2,0,0,0
8794,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),7,葫芦岛建昌县二道湾子刘质斌沟623152FDDN-ZLH-1(7),1,0,0,0
8795,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),7,葫芦岛建昌县二道湾子刘质斌沟623152FDDN-ZLH-1(7),0,0,0,0
8796,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),9,葫芦岛建昌县二道湾子刘质斌沟623152FDDN-ZLH-3(9),2,0,0,0
8797,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),9,葫芦岛建昌县二道湾子刘质斌沟623152FDDN-ZLH-3(9),1,0,0,0
8798,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),9,葫芦岛建昌县二道湾子刘质斌沟623152FDDN-ZLH-3(9),0,0,0,0
8799,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),8,葫芦岛建昌县二道湾子刘质斌沟623152FDDN-ZLH-2(8),2,0,0,0
8800,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),8,葫芦岛建昌县二道湾子刘质斌沟623152FDDN-ZLH-2(8),1,0,0,0
8801,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),623152,葫芦岛建昌县二道湾子刘质斌沟623152FDD-ZLH(623152),8,葫芦岛建昌县二道湾子刘质斌沟623152FDDN-ZLH-2(8),0,0,0,0
8802,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),7,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDDN-ZLH-1(7),2,0,0,0
8803,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),7,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDDN-ZLH-1(7),1,0,0,0
8804,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),7,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDDN-ZLH-1(7),0,0,0,0
8805,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),9,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDDN-ZLH-3(9),2,0,0,0
8806,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),9,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDDN-ZLH-3(9),1,0,0,0
8807,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),9,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDDN-ZLH-3(9),0,0,0,0
8808,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),8,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDDN-ZLH-2(8),2,0,0,0
8809,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),8,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDDN-ZLH-2(8),1,0,0,0
8810,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),623176,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDD-ZLH(623176),8,葫芦岛建昌县喇嘛洞南大杖子小黑沟623176FDDN-ZLH-2(8),0,0,0,0
8811,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),78,葫芦岛连山区化工化机厂948347FDDN-ZLH-2(78),2,0,0,0
8812,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),78,葫芦岛连山区化工化机厂948347FDDN-ZLH-2(78),1,0,0,0
8813,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),78,葫芦岛连山区化工化机厂948347FDDN-ZLH-2(78),0,0,0,0
8814,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),79,葫芦岛连山区化工化机厂948347FDDN-ZLH-3(79),2,0,0,0
8815,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),79,葫芦岛连山区化工化机厂948347FDDN-ZLH-3(79),1,0,0,0
8816,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),79,葫芦岛连山区化工化机厂948347FDDN-ZLH-3(79),0,0,0,0
8817,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),77,葫芦岛连山区化工化机厂948347FDDN-ZLH-1(77),2,0,0,0
8818,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),77,葫芦岛连山区化工化机厂948347FDDN-ZLH-1(77),1,0,0,0
8819,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),948347,葫芦岛连山区化工化机厂948347FDD-ZLH(948347),77,葫芦岛连山区化工化机厂948347FDDN-ZLH-1(77),0,0,0,0
8820,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),7,葫芦岛建昌县碱厂623359FDDN-ZLH-1(7),2,0,0,0
8821,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),7,葫芦岛建昌县碱厂623359FDDN-ZLH-1(7),1,0,0,0
8822,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),7,葫芦岛建昌县碱厂623359FDDN-ZLH-1(7),0,0,0,0
8823,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),9,葫芦岛建昌县碱厂623359FDDN-ZLH-3(9),2,0,0,0
8824,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),9,葫芦岛建昌县碱厂623359FDDN-ZLH-3(9),1,0,0,0
8825,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),9,葫芦岛建昌县碱厂623359FDDN-ZLH-3(9),0,0,0,0
8826,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),8,葫芦岛建昌县碱厂623359FDDN-ZLH-2(8),2,0,0,0
8827,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),8,葫芦岛建昌县碱厂623359FDDN-ZLH-2(8),1,0,0,0
8828,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),623359,葫芦岛建昌县碱厂623359FDD-ZLH(623359),8,葫芦岛建昌县碱厂623359FDDN-ZLH-2(8),0,0,0,0
8829,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948293,葫芦岛兴城市曹庄东华住宅948293FDD-ZLH(948293),948293,葫芦岛兴城市曹庄东华住宅948293FDD-ZLH(948293),7,葫芦岛兴城市曹庄东华住宅948293FDDN-ZLH-1(7),0,0,0,0
8830,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948293,葫芦岛兴城市曹庄东华住宅948293FDD-ZLH(948293),948293,葫芦岛兴城市曹庄东华住宅948293FDD-ZLH(948293),9,葫芦岛兴城市曹庄东华住宅948293FDDN-ZLH-3(9),0,0,0,0
8831,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948293,葫芦岛兴城市曹庄东华住宅948293FDD-ZLH(948293),948293,葫芦岛兴城市曹庄东华住宅948293FDD-ZLH(948293),8,葫芦岛兴城市曹庄东华住宅948293FDDN-ZLH-2(8),0,0,0,0
8832,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),7,葫芦岛兴城市曹庄渔业园区948289FDDN-ZLH-1(7),2,0,0,0
8833,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),7,葫芦岛兴城市曹庄渔业园区948289FDDN-ZLH-1(7),1,0,0,0
8834,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),7,葫芦岛兴城市曹庄渔业园区948289FDDN-ZLH-1(7),0,0,0,0
8835,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),9,葫芦岛兴城市曹庄渔业园区948289FDDN-ZLH-3(9),2,0,0,0
8836,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),9,葫芦岛兴城市曹庄渔业园区948289FDDN-ZLH-3(9),1,0,0,0
8837,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),9,葫芦岛兴城市曹庄渔业园区948289FDDN-ZLH-3(9),0,0,0,0
8838,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),8,葫芦岛兴城市曹庄渔业园区948289FDDN-ZLH-2(8),2,0,0,0
8839,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),8,葫芦岛兴城市曹庄渔业园区948289FDDN-ZLH-2(8),1,0,0,0
8840,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),948289,葫芦岛兴城市曹庄渔业园区948289FDD-ZLH(948289),8,葫芦岛兴城市曹庄渔业园区948289FDDN-ZLH-2(8),0,0,0,0
8841,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),72,葫芦岛龙港区新区综合楼216545FDDN-ZLH-2(72),2,0,0,0
8842,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),72,葫芦岛龙港区新区综合楼216545FDDN-ZLH-2(72),1,0,0,0
8843,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),72,葫芦岛龙港区新区综合楼216545FDDN-ZLH-2(72),0,1,1,1
8844,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),71,葫芦岛龙港区新区综合楼216545FDDN-ZLH-1(71),2,0,0,0
8845,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),71,葫芦岛龙港区新区综合楼216545FDDN-ZLH-1(71),1,0,0,0
8846,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),71,葫芦岛龙港区新区综合楼216545FDDN-ZLH-1(71),0,15,15,2
8847,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),73,葫芦岛龙港区新区综合楼216545FDDN-ZLH-3(73),2,0,0,0
8848,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),73,葫芦岛龙港区新区综合楼216545FDDN-ZLH-3(73),1,0,0,0
8849,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),216545,葫芦岛龙港区新区综合楼216545FDD-ZLH(216545),73,葫芦岛龙港区新区综合楼216545FDDN-ZLH-3(73),0,1,1,1
